Linha,Rotulo Verdadeiro,Rotulo Classificado
8924,1.0,1.0
8925,1.0,1.0
8926,1.0,1.0
8927,2.0,2.0
8928,3.0,3.0
8929,6.0,3.0
8930,3.0,3.0
8931,2.0,2.0
8932,3.0,3.0
8933,3.0,3.0
8934,3.0,3.0
8935,2.0,2.0
8936,2.0,2.0
8937,2.0,2.0
8938,3.0,3.0
8939,2.0,2.0
8940,3.0,3.0
8941,2.0,2.0
8942,2.0,2.0
8943,1.0,1.0
8944,3.0,3.0
8945,2.0,2.0
8946,1.0,1.0
8947,1.0,1.0
8948,1.0,1.0
8949,1.0,1.0
8950,2.0,2.0
8951,2.0,2.0
8952,2.0,2.0
8953,1.0,1.0
8954,1.0,1.0
8955,3.0,3.0
8956,6.0,3.0
8957,3.0,3.0
8958,1.0,1.0
8959,2.0,2.0
8960,6.0,3.0
8961,1.0,1.0
8962,3.0,3.0
8963,1.0,1.0
8964,2.0,2.0
8965,2.0,2.0
8966,3.0,3.0
8967,1.0,1.0
8968,6.0,3.0
8969,3.0,3.0
8970,2.0,2.0
8971,1.0,1.0
8972,3.0,3.0
8973,1.0,1.0
8974,3.0,3.0
8975,1.0,1.0
8976,1.0,1.0
8977,6.0,3.0
8978,6.0,3.0
8979,1.0,1.0
8980,2.0,2.0
8981,1.0,1.0
8982,3.0,3.0
8983,2.0,2.0
8984,2.0,2.0
8985,3.0,3.0
8986,1.0,1.0
8987,1.0,1.0
8988,3.0,3.0
8989,6.0,3.0
8990,3.0,3.0
8991,2.0,2.0
8992,3.0,3.0
8993,6.0,3.0
8994,1.0,1.0
8995,2.0,2.0
8996,6.0,3.0
8997,3.0,3.0
8998,1.0,1.0
8999,1.0,1.0
9000,2.0,2.0
9001,2.0,2.0
9002,3.0,3.0
9003,1.0,1.0
9004,2.0,2.0
9005,3.0,3.0
9006,6.0,3.0
9007,2.0,2.0
9008,1.0,1.0
9009,2.0,2.0
9010,1.0,1.0
9011,3.0,3.0
9012,2.0,2.0
9013,2.0,2.0
9014,1.0,1.0
9015,1.0,1.0
9016,3.0,3.0
9017,2.0,2.0
9018,1.0,1.0
9019,2.0,2.0
9020,1.0,1.0
9021,2.0,2.0
9022,1.0,1.0
9023,1.0,1.0
9024,2.0,2.0
9025,2.0,2.0
9026,1.0,1.0
9027,2.0,2.0
9028,2.0,2.0
9029,1.0,1.0
9030,1.0,1.0
9031,3.0,3.0
9032,3.0,3.0
9033,2.0,2.0
9034,2.0,2.0
9035,1.0,1.0
9036,1.0,1.0
9037,2.0,2.0
9038,3.0,3.0
9039,3.0,3.0
9040,1.0,1.0
9041,3.0,3.0
9042,6.0,3.0
9043,2.0,2.0
9044,1.0,1.0
9045,3.0,3.0
9046,2.0,2.0
9047,1.0,1.0
9048,1.0,1.0
9049,1.0,1.0
9050,1.0,1.0
9051,1.0,1.0
9052,3.0,3.0
9053,1.0,1.0
9054,1.0,1.0
9055,1.0,1.0
9056,2.0,2.0
9057,3.0,3.0
9058,3.0,3.0
9059,3.0,3.0
9060,2.0,2.0
9061,3.0,3.0
9062,2.0,2.0
9063,3.0,3.0
9064,3.0,3.0
9065,1.0,1.0
9066,1.0,1.0
9067,6.0,3.0
9068,2.0,2.0
9069,3.0,3.0
9070,3.0,3.0
9071,6.0,3.0
9072,3.0,3.0
9073,2.0,2.0
9074,6.0,3.0
9075,2.0,2.0
9076,2.0,2.0
9077,3.0,3.0
9078,6.0,3.0
9079,1.0,1.0
9080,2.0,2.0
9081,1.0,1.0
9082,2.0,2.0
9083,3.0,3.0
9084,6.0,3.0
9085,6.0,3.0
9086,2.0,2.0
9087,1.0,1.0
9088,1.0,1.0
9089,1.0,1.0
9090,3.0,3.0
9091,2.0,2.0
9092,3.0,3.0
9093,1.0,1.0
9094,2.0,2.0
9095,3.0,3.0
9096,1.0,1.0
9097,6.0,3.0
9098,3.0,3.0
9099,3.0,3.0
9100,1.0,1.0
9101,3.0,3.0
9102,6.0,3.0
9103,1.0,1.0
9104,2.0,2.0
9105,1.0,1.0
9106,2.0,2.0
9107,3.0,3.0
9108,1.0,1.0
9109,1.0,1.0
9110,2.0,2.0
9111,3.0,3.0
9112,1.0,1.0
9113,3.0,3.0
9114,2.0,2.0
9115,3.0,3.0
9116,3.0,3.0
9117,1.0,1.0
9118,1.0,1.0
9119,1.0,1.0
9120,1.0,1.0
9121,1.0,1.0
9122,3.0,3.0
9123,2.0,2.0
9124,2.0,2.0
9125,2.0,2.0
9126,1.0,1.0
9127,1.0,1.0
9128,1.0,1.0
9129,6.0,3.0
9130,1.0,1.0
9131,3.0,3.0
9132,6.0,3.0
9133,2.0,2.0
9134,2.0,2.0
9135,3.0,3.0
9136,3.0,3.0
9137,6.0,3.0
9138,3.0,3.0
9139,1.0,1.0
9140,1.0,1.0
9141,3.0,3.0
9142,1.0,1.0
9143,6.0,3.0
9144,1.0,1.0
9145,3.0,3.0
9146,2.0,2.0
9147,6.0,3.0
9148,1.0,1.0
9149,2.0,2.0
9150,1.0,1.0
9151,1.0,1.0
9152,2.0,2.0
9153,1.0,1.0
9154,3.0,3.0
9155,3.0,3.0
9156,2.0,2.0
9157,1.0,1.0
9158,1.0,1.0
9159,3.0,3.0
9160,1.0,1.0
9161,3.0,3.0
9162,2.0,2.0
9163,2.0,2.0
9164,2.0,2.0
9165,2.0,2.0
9166,6.0,3.0
9167,3.0,3.0
9168,3.0,3.0
9169,2.0,2.0
9170,1.0,1.0
9171,3.0,3.0
9172,3.0,3.0
9173,2.0,2.0
9174,2.0,2.0
9175,1.0,1.0
9176,2.0,2.0
9177,1.0,1.0
9178,1.0,1.0
9179,3.0,3.0
9180,2.0,2.0
9181,2.0,2.0
9182,3.0,3.0
9183,2.0,2.0
9184,2.0,2.0
9185,1.0,1.0
9186,3.0,3.0
9187,1.0,1.0
9188,1.0,1.0
9189,1.0,1.0
9190,1.0,1.0
9191,3.0,3.0
9192,3.0,3.0
9193,6.0,3.0
9194,1.0,1.0
9195,3.0,3.0
9196,2.0,2.0
9197,2.0,2.0
9198,1.0,1.0
9199,6.0,3.0
9200,1.0,1.0
9201,2.0,2.0
9202,2.0,2.0
9203,6.0,3.0
9204,1.0,1.0
9205,2.0,2.0
9206,3.0,3.0
9207,2.0,2.0
9208,3.0,3.0
9209,1.0,1.0
9210,3.0,3.0
9211,1.0,1.0
9212,1.0,1.0
9213,3.0,3.0
9214,1.0,1.0
9215,2.0,2.0
9216,2.0,2.0
9217,2.0,2.0
9218,6.0,3.0
9219,2.0,2.0
9220,3.0,3.0
9221,1.0,1.0
9222,2.0,2.0
9223,1.0,1.0
9224,1.0,1.0
9225,3.0,3.0
9226,3.0,3.0
9227,1.0,1.0
9228,6.0,3.0
9229,2.0,2.0
9230,1.0,1.0
9231,1.0,1.0
9232,3.0,3.0
9233,1.0,1.0
9234,1.0,1.0
9235,1.0,1.0
9236,6.0,3.0
9237,2.0,2.0
9238,3.0,3.0
9239,3.0,3.0
9240,1.0,1.0
9241,1.0,1.0
9242,2.0,2.0
9243,1.0,1.0
9244,3.0,3.0
9245,2.0,2.0
9246,2.0,2.0
9247,1.0,1.0
9248,2.0,2.0
9249,2.0,2.0
9250,1.0,1.0
9251,2.0,2.0
9252,3.0,3.0
9253,1.0,1.0
9254,6.0,3.0
9255,3.0,3.0
9256,1.0,1.0
9257,3.0,3.0
9258,2.0,2.0
9259,6.0,3.0
9260,2.0,2.0
9261,1.0,1.0
9262,2.0,2.0
9263,1.0,1.0
9264,6.0,3.0
9265,2.0,2.0
9266,1.0,1.0
9267,2.0,2.0
9268,3.0,3.0
9269,2.0,2.0
9270,3.0,3.0
9271,1.0,1.0
9272,2.0,2.0
9273,1.0,1.0
9274,2.0,2.0
9275,1.0,1.0
9276,2.0,2.0
9277,1.0,1.0
9278,1.0,1.0
9279,3.0,3.0
9280,2.0,2.0
9281,2.0,2.0
9282,3.0,3.0
9283,3.0,3.0
9284,1.0,1.0
9285,2.0,2.0
9286,3.0,3.0
9287,2.0,2.0
9288,3.0,3.0
9289,3.0,3.0
9290,1.0,1.0
9291,3.0,3.0
9292,3.0,3.0
9293,3.0,3.0
9294,1.0,1.0
9295,3.0,3.0
9296,1.0,1.0
9297,1.0,1.0
9298,3.0,3.0
9299,1.0,1.0
9300,2.0,2.0
9301,1.0,1.0
9302,2.0,2.0
9303,2.0,2.0
9304,3.0,3.0
9305,2.0,2.0
9306,3.0,3.0
9307,6.0,3.0
9308,1.0,1.0
9309,3.0,3.0
9310,3.0,3.0
9311,2.0,2.0
9312,3.0,3.0
9313,2.0,2.0
9314,3.0,3.0
9315,1.0,1.0
9316,6.0,3.0
9317,2.0,2.0
9318,1.0,1.0
9319,2.0,2.0
9320,1.0,1.0
9321,1.0,1.0
9322,1.0,1.0
9323,6.0,3.0
9324,1.0,1.0
9325,6.0,3.0
9326,3.0,3.0
9327,2.0,2.0
9328,3.0,3.0
9329,3.0,3.0
9330,3.0,3.0
9331,3.0,3.0
9332,1.0,1.0
9333,3.0,3.0
9334,3.0,3.0
9335,2.0,2.0
9336,3.0,3.0
9337,2.0,2.0
9338,2.0,2.0
9339,2.0,2.0
9340,2.0,2.0
9341,3.0,3.0
9342,2.0,2.0
9343,2.0,2.0
9344,2.0,2.0
9345,2.0,2.0
9346,2.0,2.0
9347,1.0,1.0
9348,3.0,3.0
9349,2.0,2.0
9350,2.0,2.0
9351,1.0,1.0
9352,1.0,1.0
9353,1.0,1.0
9354,3.0,3.0
9355,1.0,1.0
9356,3.0,3.0
9357,1.0,1.0
9358,1.0,1.0
9359,6.0,3.0
9360,3.0,3.0
9361,3.0,3.0
9362,1.0,1.0
9363,1.0,1.0
9364,1.0,1.0
9365,2.0,2.0
9366,1.0,1.0
9367,6.0,3.0
9368,1.0,1.0
9369,3.0,3.0
9370,2.0,2.0
9371,2.0,2.0
9372,2.0,2.0
9373,6.0,3.0
9374,2.0,2.0
9375,1.0,1.0
9376,1.0,1.0
9377,1.0,1.0
9378,3.0,3.0
9379,1.0,1.0
9380,2.0,2.0
9381,2.0,2.0
9382,1.0,1.0
9383,2.0,2.0
9384,3.0,3.0
9385,6.0,3.0
9386,2.0,2.0
9387,6.0,3.0
9388,1.0,1.0
9389,1.0,1.0
9390,3.0,3.0
9391,2.0,2.0
9392,2.0,2.0
9393,3.0,3.0
9394,1.0,1.0
9395,3.0,3.0
9396,2.0,2.0
9397,3.0,3.0
9398,1.0,1.0
9399,1.0,1.0
9400,3.0,3.0
9401,2.0,2.0
9402,1.0,1.0
9403,6.0,3.0
9404,3.0,3.0
9405,1.0,1.0
9406,2.0,2.0
9407,3.0,3.0
9408,1.0,1.0
9409,3.0,3.0
9410,3.0,3.0
9411,1.0,1.0
9412,1.0,1.0
9413,1.0,1.0
9414,2.0,2.0
9415,2.0,2.0
9416,3.0,3.0
9417,2.0,2.0
9418,3.0,3.0
9419,3.0,3.0
9420,3.0,3.0
9421,2.0,2.0
9422,3.0,3.0
9423,3.0,3.0
9424,2.0,2.0
9425,2.0,2.0
9426,2.0,2.0
9427,6.0,3.0
9428,1.0,1.0
9429,1.0,1.0
9430,1.0,1.0
9431,1.0,1.0
9432,2.0,2.0
9433,6.0,3.0
9434,6.0,3.0
9435,3.0,3.0
9436,1.0,1.0
9437,3.0,3.0
9438,1.0,1.0
9439,6.0,3.0
9440,1.0,1.0
9441,3.0,3.0
9442,1.0,1.0
9443,1.0,1.0
9444,1.0,1.0
9445,1.0,1.0
9446,3.0,3.0
9447,3.0,3.0
9448,1.0,1.0
9449,1.0,1.0
9450,2.0,2.0
9451,1.0,1.0
9452,1.0,1.0
9453,3.0,3.0
9454,1.0,1.0
9455,6.0,3.0
9456,3.0,3.0
9457,1.0,1.0
9458,3.0,3.0
9459,2.0,2.0
9460,3.0,3.0
9461,1.0,1.0
9462,2.0,2.0
9463,2.0,2.0
9464,2.0,2.0
9465,1.0,1.0
9466,1.0,1.0
9467,1.0,1.0
9468,3.0,3.0
9469,2.0,2.0
9470,3.0,3.0
9471,2.0,2.0
9472,1.0,1.0
9473,3.0,3.0
9474,6.0,3.0
9475,3.0,3.0
9476,1.0,1.0
9477,2.0,2.0
9478,6.0,3.0
9479,1.0,1.0
9480,2.0,2.0
9481,1.0,1.0
9482,2.0,2.0
9483,2.0,2.0
9484,1.0,1.0
9485,3.0,3.0
9486,1.0,1.0
9487,3.0,3.0
9488,2.0,2.0
9489,2.0,2.0
9490,1.0,1.0
9491,3.0,3.0
9492,3.0,3.0
9493,2.0,2.0
9494,3.0,3.0
9495,6.0,3.0
9496,3.0,3.0
9497,3.0,3.0
9498,6.0,3.0
9499,1.0,1.0
9500,3.0,3.0
9501,1.0,1.0
9502,2.0,2.0
9503,3.0,3.0
9504,2.0,2.0
9505,6.0,3.0
9506,2.0,2.0
9507,1.0,1.0
9508,1.0,1.0
9509,1.0,1.0
9510,2.0,2.0
9511,2.0,2.0
9512,3.0,3.0
9513,6.0,3.0
9514,2.0,2.0
9515,2.0,2.0
9516,3.0,3.0
9517,1.0,1.0
9518,2.0,2.0
9519,3.0,3.0
9520,2.0,2.0
9521,2.0,2.0
9522,3.0,3.0
9523,2.0,2.0
9524,1.0,1.0
9525,1.0,1.0
9526,1.0,1.0
9527,1.0,1.0
9528,1.0,1.0
9529,2.0,2.0
9530,2.0,2.0
9531,3.0,3.0
9532,3.0,3.0
9533,1.0,1.0
9534,1.0,1.0
9535,2.0,2.0
9536,2.0,2.0
9537,3.0,3.0
9538,1.0,1.0
9539,3.0,3.0
9540,1.0,1.0
9541,1.0,1.0
9542,1.0,1.0
9543,2.0,2.0
9544,1.0,1.0
9545,2.0,2.0
9546,2.0,2.0
9547,3.0,3.0
9548,1.0,1.0
9549,6.0,3.0
9550,3.0,3.0
9551,3.0,3.0
9552,1.0,1.0
9553,3.0,3.0
9554,2.0,2.0
9555,3.0,3.0
9556,2.0,2.0
9557,3.0,3.0
9558,1.0,1.0
9559,1.0,1.0
9560,3.0,3.0
9561,2.0,2.0
9562,3.0,3.0
9563,1.0,1.0
9564,1.0,1.0
9565,3.0,3.0
9566,3.0,3.0
9567,1.0,1.0
9568,2.0,2.0
9569,3.0,3.0
9570,1.0,1.0
9571,1.0,1.0
9572,3.0,3.0
9573,1.0,1.0
9574,3.0,3.0
9575,2.0,2.0
9576,2.0,2.0
9577,6.0,3.0
9578,1.0,1.0
9579,6.0,3.0
9580,1.0,1.0
9581,1.0,1.0
9582,6.0,3.0
9583,1.0,1.0
9584,1.0,1.0
9585,3.0,3.0
9586,1.0,1.0
9587,1.0,1.0
9588,3.0,3.0
9589,2.0,2.0
9590,3.0,3.0
9591,2.0,2.0
9592,2.0,2.0
9593,2.0,2.0
9594,1.0,1.0
9595,6.0,3.0
9596,6.0,3.0
9597,3.0,3.0
9598,3.0,3.0
9599,2.0,2.0
9600,2.0,2.0
9601,2.0,2.0
9602,1.0,1.0
9603,1.0,1.0
9604,6.0,3.0
9605,2.0,2.0
9606,1.0,1.0
9607,1.0,1.0
9608,1.0,1.0
9609,1.0,1.0
9610,3.0,3.0
9611,1.0,1.0
9612,3.0,3.0
9613,3.0,3.0
9614,3.0,3.0
9615,3.0,3.0
9616,3.0,3.0
9617,6.0,3.0
9618,6.0,3.0
9619,2.0,2.0
9620,3.0,3.0
9621,3.0,3.0
9622,6.0,3.0
9623,1.0,1.0
9624,2.0,2.0
9625,1.0,1.0
9626,3.0,3.0
9627,3.0,3.0
9628,1.0,1.0
9629,1.0,1.0
9630,6.0,3.0
9631,1.0,1.0
9632,2.0,2.0
9633,2.0,2.0
9634,6.0,3.0
9635,3.0,3.0
9636,2.0,2.0
9637,2.0,2.0
9638,2.0,2.0
9639,3.0,3.0
9640,3.0,3.0
9641,1.0,1.0
9642,2.0,2.0
9643,1.0,1.0
9644,1.0,1.0
9645,2.0,2.0
9646,2.0,2.0
9647,3.0,3.0
9648,1.0,1.0
9649,1.0,1.0
9650,2.0,2.0
9651,3.0,3.0
9652,3.0,3.0
9653,2.0,2.0
9654,3.0,3.0
9655,6.0,3.0
9656,3.0,3.0
9657,1.0,1.0
9658,2.0,2.0
9659,3.0,3.0
9660,3.0,3.0
9661,2.0,2.0
9662,3.0,3.0
9663,3.0,3.0
9664,1.0,1.0
9665,2.0,2.0
9666,2.0,2.0
9667,3.0,3.0
9668,3.0,3.0
9669,3.0,3.0
9670,3.0,3.0
9671,1.0,1.0
9672,3.0,3.0
9673,1.0,1.0
9674,3.0,3.0
9675,1.0,1.0
9676,2.0,2.0
9677,2.0,2.0
9678,6.0,3.0
9679,1.0,1.0
9680,1.0,1.0
9681,1.0,1.0
9682,1.0,1.0
9683,1.0,1.0
9684,1.0,1.0
9685,1.0,1.0
9686,2.0,2.0
9687,3.0,3.0
9688,3.0,3.0
9689,2.0,2.0
9690,2.0,2.0
9691,2.0,2.0
9692,3.0,3.0
9693,6.0,3.0
9694,1.0,1.0
9695,2.0,2.0
9696,6.0,3.0
9697,2.0,2.0
9698,6.0,3.0
9699,1.0,1.0
9700,3.0,3.0
9701,2.0,2.0
9702,3.0,3.0
9703,1.0,1.0
9704,2.0,2.0
9705,6.0,3.0
9706,3.0,3.0
9707,6.0,3.0
9708,2.0,2.0
9709,2.0,2.0
9710,6.0,3.0
9711,3.0,3.0
9712,1.0,1.0
9713,3.0,3.0
9714,6.0,3.0
9715,3.0,3.0
9716,2.0,2.0
9717,1.0,1.0
9718,6.0,3.0
9719,3.0,3.0
9720,6.0,3.0
9721,3.0,3.0
9722,2.0,2.0
9723,1.0,1.0
9724,3.0,3.0
9725,1.0,1.0
9726,3.0,3.0
9727,2.0,2.0
9728,6.0,3.0
9729,3.0,3.0
9730,3.0,3.0
9731,2.0,2.0
9732,3.0,3.0
9733,3.0,3.0
9734,2.0,2.0
9735,3.0,3.0
9736,2.0,2.0
9737,3.0,3.0
9738,2.0,2.0
9739,3.0,3.0
9740,3.0,3.0
9741,2.0,2.0
9742,1.0,1.0
9743,3.0,3.0
9744,3.0,3.0
9745,1.0,1.0
9746,2.0,2.0
9747,3.0,3.0
9748,2.0,2.0
9749,6.0,3.0
9750,3.0,3.0
9751,2.0,2.0
9752,1.0,1.0
9753,2.0,2.0
9754,1.0,1.0
9755,3.0,3.0
9756,1.0,1.0
9757,3.0,3.0
9758,1.0,1.0
9759,2.0,2.0
9760,1.0,1.0
9761,1.0,1.0
9762,1.0,1.0
9763,3.0,3.0
9764,3.0,3.0
9765,1.0,1.0
9766,3.0,3.0
9767,1.0,1.0
9768,2.0,2.0
9769,1.0,1.0
9770,1.0,1.0
9771,6.0,3.0
9772,1.0,1.0
9773,1.0,1.0
9774,3.0,3.0
9775,3.0,3.0
9776,1.0,1.0
9777,3.0,3.0
9778,1.0,1.0
9779,3.0,3.0
9780,6.0,3.0
9781,1.0,1.0
9782,6.0,3.0
9783,1.0,1.0
9784,1.0,1.0
9785,1.0,1.0
9786,2.0,2.0
9787,2.0,2.0
9788,1.0,1.0
9789,2.0,2.0
9790,1.0,1.0
9791,1.0,1.0
9792,1.0,1.0
9793,1.0,1.0
9794,2.0,2.0
9795,2.0,2.0
9796,1.0,1.0
9797,6.0,3.0
9798,3.0,3.0
9799,6.0,3.0
9800,6.0,3.0
9801,6.0,3.0
9802,2.0,2.0
9803,1.0,1.0
9804,1.0,1.0
9805,3.0,3.0
9806,3.0,3.0
9807,2.0,2.0
9808,3.0,3.0
9809,1.0,1.0
9810,3.0,3.0
9811,1.0,1.0
9812,6.0,3.0
9813,6.0,3.0
9814,2.0,2.0
9815,2.0,2.0
9816,1.0,1.0
9817,3.0,3.0
9818,3.0,3.0
9819,1.0,1.0
9820,3.0,3.0
9821,3.0,3.0
9822,2.0,2.0
9823,3.0,3.0
9824,1.0,1.0
9825,1.0,1.0
9826,1.0,1.0
9827,3.0,3.0
9828,6.0,3.0
9829,2.0,2.0
9830,3.0,3.0
9831,2.0,2.0
9832,1.0,1.0
9833,6.0,3.0
9834,1.0,1.0
9835,3.0,3.0
9836,2.0,2.0
9837,1.0,1.0
9838,1.0,1.0
9839,2.0,2.0
9840,1.0,1.0
9841,3.0,3.0
9842,6.0,3.0
9843,2.0,2.0
9844,6.0,3.0
9845,1.0,1.0
9846,2.0,2.0
9847,3.0,3.0
9848,1.0,1.0
9849,3.0,3.0
9850,2.0,2.0
9851,1.0,1.0
9852,1.0,1.0
9853,1.0,1.0
9854,3.0,3.0
9855,1.0,1.0
9856,3.0,3.0
9857,1.0,1.0
9858,3.0,3.0
9859,1.0,1.0
9860,2.0,2.0
9861,6.0,3.0
9862,3.0,3.0
9863,1.0,1.0
9864,1.0,1.0
9865,6.0,3.0
9866,2.0,2.0
9867,1.0,1.0
9868,1.0,1.0
9869,3.0,3.0
9870,3.0,3.0
9871,2.0,2.0
9872,2.0,2.0
9873,6.0,3.0
9874,1.0,1.0
9875,1.0,1.0
9876,3.0,3.0
9877,3.0,3.0
9878,1.0,1.0
9879,2.0,2.0
9880,3.0,3.0
9881,2.0,2.0
9882,3.0,3.0
9883,2.0,2.0
9884,2.0,2.0
9885,2.0,2.0
9886,3.0,3.0
9887,6.0,3.0
9888,1.0,1.0
9889,1.0,1.0
9890,3.0,3.0
9891,6.0,3.0
9892,3.0,3.0
9893,2.0,2.0
9894,6.0,3.0
9895,2.0,2.0
9896,1.0,1.0
9897,2.0,2.0
9898,6.0,3.0
9899,1.0,1.0
9900,1.0,1.0
9901,3.0,3.0
9902,3.0,3.0
9903,2.0,2.0
9904,1.0,1.0
9905,3.0,3.0
9906,3.0,3.0
9907,3.0,3.0
9908,1.0,1.0
9909,3.0,3.0
9910,3.0,3.0
9911,2.0,2.0
9912,2.0,2.0
9913,3.0,3.0
9914,1.0,1.0
9915,3.0,3.0
9916,6.0,3.0
9917,1.0,1.0
9918,2.0,2.0
9919,1.0,1.0
9920,3.0,3.0
9921,1.0,1.0
9922,3.0,3.0
9923,2.0,2.0
9924,2.0,2.0
9925,3.0,3.0
9926,3.0,3.0
9927,2.0,2.0
9928,3.0,3.0
9929,1.0,1.0
9930,2.0,2.0
9931,3.0,3.0
9932,3.0,3.0
9933,2.0,2.0
9934,1.0,1.0
9935,6.0,3.0
9936,3.0,3.0
9937,3.0,3.0
9938,1.0,1.0
9939,1.0,1.0
9940,3.0,3.0
9941,3.0,3.0
9942,3.0,3.0
9943,3.0,3.0
9944,6.0,3.0
9945,3.0,3.0
9946,1.0,1.0
9947,2.0,2.0
9948,1.0,1.0
9949,3.0,3.0
9950,1.0,1.0
9951,3.0,3.0
9952,2.0,2.0
9953,3.0,3.0
9954,3.0,3.0
9955,1.0,1.0
9956,3.0,3.0
9957,3.0,3.0
9958,1.0,1.0
9959,1.0,1.0
9960,2.0,2.0
9961,6.0,3.0
9962,2.0,2.0
9963,2.0,2.0
9964,1.0,1.0
9965,1.0,1.0
9966,2.0,2.0
9967,6.0,3.0
9968,3.0,3.0
9969,2.0,2.0
9970,3.0,3.0
9971,3.0,3.0
9972,1.0,1.0
9973,2.0,2.0
9974,3.0,3.0
9975,1.0,1.0
9976,3.0,3.0
9977,1.0,1.0
9978,1.0,1.0
9979,3.0,3.0
9980,3.0,3.0
9981,2.0,2.0
9982,1.0,1.0
9983,3.0,3.0
9984,2.0,2.0
9985,1.0,1.0
9986,1.0,1.0
9987,2.0,2.0
9988,3.0,3.0
9989,1.0,1.0
9990,3.0,3.0
9991,3.0,3.0
9992,3.0,3.0
9993,1.0,1.0
9994,1.0,1.0
9995,3.0,3.0
9996,1.0,1.0
9997,1.0,1.0
9998,3.0,3.0
9999,3.0,3.0
10000,1.0,1.0
10001,1.0,1.0
10002,1.0,1.0
10003,1.0,1.0
10004,2.0,2.0
10005,6.0,3.0
10006,1.0,1.0
10007,2.0,2.0
10008,1.0,1.0
10009,3.0,3.0
10010,1.0,1.0
10011,1.0,1.0
10012,2.0,2.0
10013,3.0,3.0
10014,6.0,3.0
10015,1.0,1.0
10016,3.0,3.0
10017,6.0,3.0
10018,3.0,3.0
10019,3.0,3.0
10020,2.0,2.0
10021,1.0,1.0
10022,2.0,2.0
10023,2.0,2.0
10024,3.0,3.0
10025,6.0,3.0
10026,3.0,3.0
10027,3.0,3.0
10028,6.0,3.0
10029,2.0,2.0
10030,3.0,3.0
10031,1.0,1.0
10032,3.0,3.0
10033,1.0,1.0
10034,3.0,3.0
10035,1.0,1.0
10036,2.0,2.0
10037,2.0,2.0
10038,3.0,3.0
10039,2.0,2.0
10040,1.0,1.0
10041,3.0,3.0
10042,1.0,1.0
10043,6.0,3.0
10044,1.0,1.0
10045,6.0,3.0
10046,1.0,1.0
10047,6.0,3.0
10048,1.0,1.0
10049,1.0,1.0
10050,2.0,2.0
10051,1.0,1.0
10052,6.0,3.0
10053,6.0,3.0
10054,3.0,3.0
10055,6.0,3.0
10056,1.0,1.0
10057,3.0,3.0
10058,3.0,3.0
10059,2.0,2.0
10060,6.0,3.0
10061,3.0,3.0
10062,1.0,1.0
10063,3.0,3.0
10064,1.0,1.0
10065,1.0,1.0
10066,3.0,3.0
10067,3.0,3.0
10068,3.0,3.0
10069,2.0,2.0
10070,1.0,1.0
10071,1.0,1.0
10072,1.0,1.0
10073,1.0,1.0
10074,6.0,3.0
10075,2.0,2.0
10076,2.0,2.0
10077,6.0,3.0
10078,1.0,1.0
10079,3.0,3.0
10080,1.0,1.0
10081,1.0,1.0
10082,1.0,1.0
10083,6.0,3.0
10084,2.0,2.0
10085,1.0,1.0
10086,1.0,1.0
10087,1.0,1.0
10088,3.0,3.0
10089,6.0,3.0
10090,3.0,3.0
10091,3.0,3.0
10092,1.0,1.0
10093,1.0,1.0
10094,1.0,1.0
10095,2.0,2.0
10096,3.0,3.0
10097,2.0,2.0
10098,1.0,1.0
10099,2.0,2.0
10100,3.0,3.0
10101,1.0,1.0
10102,1.0,1.0
10103,1.0,1.0
10104,1.0,1.0
10105,2.0,2.0
10106,3.0,3.0
10107,2.0,2.0
10108,2.0,2.0
10109,3.0,3.0
10110,2.0,2.0
10111,1.0,1.0
10112,3.0,3.0
10113,2.0,2.0
10114,2.0,2.0
10115,1.0,1.0
10116,2.0,2.0
10117,3.0,3.0
10118,1.0,1.0
10119,1.0,1.0
10120,6.0,3.0
10121,1.0,1.0
10122,3.0,3.0
10123,1.0,1.0
10124,1.0,1.0
10125,2.0,2.0
10126,3.0,3.0
10127,3.0,3.0
10128,1.0,1.0
10129,2.0,2.0
10130,1.0,1.0
10131,1.0,1.0
10132,3.0,3.0
10133,2.0,2.0
10134,1.0,1.0
10135,6.0,3.0
10136,3.0,3.0
10137,2.0,2.0
10138,2.0,2.0
10139,3.0,3.0
10140,1.0,1.0
10141,1.0,1.0
10142,2.0,2.0
10143,1.0,1.0
10144,1.0,1.0
10145,3.0,3.0
10146,3.0,3.0
10147,3.0,3.0
10148,1.0,1.0
10149,2.0,2.0
10150,1.0,1.0
10151,2.0,2.0
10152,1.0,1.0
10153,1.0,1.0
10154,2.0,2.0
10155,6.0,3.0
10156,2.0,2.0
10157,6.0,3.0
10158,3.0,3.0
10159,3.0,3.0
10160,3.0,3.0
10161,1.0,1.0
10162,1.0,1.0
10163,3.0,3.0
10164,3.0,3.0
10165,2.0,2.0
10166,2.0,2.0
10167,3.0,3.0
10168,3.0,3.0
10169,2.0,2.0
10170,1.0,1.0
10171,1.0,1.0
10172,1.0,1.0
10173,1.0,1.0
10174,6.0,3.0
10175,3.0,3.0
10176,1.0,1.0
10177,1.0,1.0
10178,2.0,2.0
10179,2.0,2.0
10180,1.0,1.0
10181,2.0,2.0
10182,1.0,1.0
10183,3.0,3.0
10184,1.0,1.0
10185,3.0,3.0
10186,2.0,2.0
10187,2.0,2.0
10188,2.0,2.0
10189,3.0,3.0
10190,6.0,3.0
10191,6.0,3.0
10192,3.0,3.0
10193,2.0,2.0
